Sim_ID,Stable,Norbits,beta1,beta2,M1,a1,P1,e1,pomega1,inc1,Omega1,f1,M2,a2,P2,e2,pomega2,inc2,Omega2,f2,M3,a3,P3,e3,pomega3,inc3,Omega3,f3,Rel_Eerr,integ_time
15,True,1000000000.0,18.4522789272,13.0842516125,4.71651380443e-05,1.0,0.999976418265,0.00192820183046,-0.824161917684,0.0013788336596,1.43399548517,1.29650282842,4.01599657047e-06,1.47502109421,1.79137386242,0.00163006293847,0.708862909778,0.00641363209013,-1.85314583449,0.445650406376,4.09145553152e-05,1.95074387744,2.724459657,0.00161912631836,-1.47158379035,0.00117600033671,-0.152901794585,2.21708052467,2.69162242509e-07,24661.019943
16,True,1000000000.0,12.7682734481,19.1051182865,0.00039788580921,1.0,0.999801116443,0.0062418965684,4.5298703918,0.00125517426093,2.02322157419,-4.12352656944,4.63291158338e-07,1.65139792436,2.12173489191,0.0867083350861,3.6171423488,0.00176856969351,1.78669550636,-0.173636598371,0.000717823034494,3.6105143534,6.8566404311,0.0076206691353,3.53323872305,0.00465725515977,1.27784717563,-1.97602578811,8.9938093664e-07,24469.4142771
17,True,1000000000.0,10.3978106173,9.9360925145,5.16673798121e-05,1.0,0.999974167311,0.00224056464455,-0.610907784951,0.068877949742,2.47557242151,0.286782816304,4.25006697794e-05,1.32799660108,1.53029443126,0.028976237082,-5.82162821466,0.0083240149709,-3.00015178933,2.74020221461,2.4724161443e-06,1.65335078903,2.1258201842,0.00206710605448,-0.90492322418,0.00704332089395,-0.914494695605,-2.20412992888,2.09625929578e-06,26115.232497
19,False,2560832.81792,19.0912373033,7.26641357064,0.000593931841306,1.0,0.999703166297,0.0849210524813,-0.628889382945,0.00479747994234,-3.08443865864,-1.02686406214,0.000387304966854,2.31538111202,3.52144379294,0.138954920226,-1.90284781263,0.00104151410083,-2.81592672523,0.27289183238,6.69657244182e-05,3.21213600044,5.75391434034,0.00186581995761,3.87174933527,0.00865788485767,1.0440868429,-4.40382743925,3.9260583021e-06,66.1199550629
20,False,16945481.7711,4.63113711844,12.337984536,0.000334691853854,1.0,0.999832696068,0.00128596763308,0.443776385919,0.00566571422437,0.285231785057,-2.48880793776,1.53436618765e-05,1.22630001983,1.35774779755,0.0141828611303,0.298734630851,0.00133161900155,2.14426477321,0.658183635207,0.000599419356528,2.11831014359,3.08161404686,0.0464687687597,-3.43438679751,0.00470348572645,-2.78236057384,2.46211904994,7.88579925354e-06,429.139451027
22,False,51373.7999987,16.8930787293,16.0377482338,5.04372346839e-05,1.0,0.999974782337,0.132554716283,4.56193565374,0.064822942451,1.96742262514,-1.05316737056,3.84202842935e-05,1.52267666996,1.87885059286,0.113866868211,-4.61143089594,0.00216700642773,-2.01416419012,4.20486048335,1.09984927561e-05,2.14403386482,3.13924910205,0.0301629565249,-0.960945314042,0.00315412056491,0.816656867871,4.13267934782,2.55497318762e-05,1.18489694595
23,False,64891.1699981,7.70501963466,4.64543770944,8.42241574786e-06,1.0,0.999995788819,0.0466226710323,1.29476860263,0.00101790300493,-0.333928376157,-3.02472792723,6.08120047298e-05,1.21936837524,1.3464410918,0.0063337238862,-3.00406895687,0.0336092702486,-1.00032893168,1.98102925027,4.62858089219e-06,1.37764017554,1.61691675222,0.00102439498335,-2.16602692311,0.00412188614059,0.223594372124,3.11688788544,4.61967929345e-05,1.5658698082
24,False,3522.33,7.55108192678,6.02725391255,3.69953103478e-06,1.0,0.99999815024,0.0186045662731,3.36286890067,0.00775470554822,2.29371656491,-1.27286740506,8.90499064704e-07,1.0870109563,1.13331303921,0.00168776865463,-1.48686724592,0.0015753848797,0.983270159383,-0.148041592679,1.11787019333e-05,1.19121210281,1.3001103682,0.036814114205,2.29493178961,0.0624939568432,2.60085709683,-2.50840150002,4.75883506766e-05,0.10160112381
25,True,1000000000.0,7.12931248558,19.8612237083,0.000525440939118,1.0,0.999737383018,0.00472009233249,-1.24944132144,0.00678816002593,0.266186629922,3.38044607965,0.000172460620735,1.43846872562,1.72464272854,0.00379201787472,-4.47958111402,0.0537857441246,-1.68481593588,1.65112159507,0.000561694244477,3.22548525426,5.78920922612,0.00104680743355,-2.40870794066,0.0227489001781,-2.55644655777,-1.85692014599,7.15546259186e-07,24890.130681
26,True,1000000000.0,19.3967738727,11.9531686335,7.986663855e-05,1.0,0.999960069073,0.0873667542463,-4.04438961329,0.0136970692331,-2.85438555436,-1.77084178748,0.000294022258188,1.96887988744,2.76215254805,0.00279071747586,1.73491974585,0.00349349976711,0.934997659704,-3.58972021821,1.26795715849e-05,3.06932226494,5.37625437052,0.0192951957825,-1.21393443379,0.00947738002422,1.52058097565,3.54639985975,1.20563343168e-07,25902.1275768
28,True,1000000000.0,18.6693985081,7.26359685212,6.86345606039e-07,1.0,0.999999656827,0.0326868569095,-3.71998461893,0.00305730786824,-1.70208000527,3.74325284637,0.000175353439376,1.72548234974,2.26635301795,0.00185568144842,0.434939622508,0.018558933631,-1.28389829113,-3.66106864592,0.000133700937681,2.31301697713,3.51723172437,0.0169198173742,1.60150712968,0.0415564600818,1.0462586689,0.123311416512,2.11420217038e-08,25372.3795981
29,False,8306.28000001,5.72282748403,9.36496994365,1.97964815978e-05,1.0,0.999990101906,0.0360784091586,-1.89495634609,0.0139928463536,-1.12912355292,3.04847325877,0.000171755650533,1.22873496977,1.36190162057,0.0131273097422,3.7908225222,0.00249936092999,1.29253025425,0.184878492945,0.000971960294037,2.0631143827,2.96164127081,0.0765955472883,-4.79023142848,0.00282608271579,-2.36781979523,-0.0340975231367,2.13117024762e-05,0.192410945892
30,True,1000000000.0,18.2182670229,15.0842184852,1.7569446996e-06,1.0,0.999999121529,0.0220624523145,-0.403795889597,0.00224927882593,0.553684745813,1.32396497666,0.000317429632527,1.86327305335,2.54299470236,0.00441030894792,1.12778233384,0.0867377916651,2.45192259678,2.14290548351,3.84286766522e-07,3.19316555485,5.70509355893,0.0420592196316,2.66740610808,0.00398031351962,0.275123095563,0.174585827224,1.11680872787e-08,25565.414789
31,False,1720092.59931,16.9697440411,7.05791352376,0.000443849778738,1.0,0.999778148959,0.00786192601306,0.54819427393,0.00191160105858,-2.51751786102,-2.1604748463,1.88122834414e-06,1.89879191223,2.61588888244,0.0487596688816,-1.05219186974,0.0175940860583,1.01891503436,-0.231972777119,0.000337540119452,2.54696800085,4.06317206929,0.0885756983281,3.40844704064,0.00383409294004,1.27741910952,-4.69933802401,3.69678753177e-07,41.237803936
33,True,1000000000.0,19.5819462582,7.26027719817,2.48034081407e-06,1.0,0.999998759832,0.0309761131075,-2.14140378772,0.00579588344446,-0.944378557128,-1.53680551454,7.61994610938e-05,1.58179482693,1.98933600004,0.0592158617086,-0.610395097324,0.0117909822159,-0.766741219529,-2.96863395822,5.00004857703e-06,1.92660552943,2.67405929719,0.0169093004811,0.16011211485,0.0803829078189,1.44114896046,0.995310514654,4.0928132316e-05,25829.0035801
35,False,6226.20000001,2.74655382425,10.0408981364,2.28402971659e-05,1.0,0.999988580047,0.00744758785661,-1.49225727056,0.00235965944621,0.276159469258,0.686054935235,4.1555304293e-06,1.05712767877,1.08688927711,0.00121977087005,-0.298657074791,0.0709497769145,1.19740759851,2.04553259006,1.07316326188e-05,1.23817700047,1.37773568289,0.00108545291693,2.31468939923,0.0052316460409,2.25491443757,2.44568985457,7.82438186135e-05,0.147575855255
37,False,2811.69,4.73713467431,14.0826768779,0.000157261349072,1.0,0.999921378598,0.0662631654864,-3.79058710497,0.00239588556223,-1.33368314092,-0.206553268575,1.71667660522e-05,1.18351890505,1.28743385706,0.0451901007144,3.49920009123,0.00112850513497,0.797062171614,-0.537063584019,1.74919098338e-06,1.49143290512,1.82124061925,0.0921461733994,-3.61348684902,0.0600635858735,-2.53527165175,2.14533507837,2.95080544103e-05,0.0691039562225
38,True,1000000000.0,15.8560712489,15.4718040972,1.29924202107e-05,1.0,0.999993503853,0.00257674614856,0.573343631473,0.052303571762,-1.60592807128,-3.72228720092,1.06835454516e-05,1.31568775564,1.50912115926,0.0363000338235,4.1241260556,0.0259163202262,1.33193067007,-4.04013028054,2.2521682345e-05,1.76933909124,2.35345867989,0.00161527403252,1.66208439539,0.0599526961115,-0.862595003356,-4.53031856887,1.48837769308e-06,25816.04546
41,True,1000000000.0,19.3128346713,18.5418733519,0.000207096147897,1.0,0.999896468007,0.130467275845,-3.66673590016,0.00497624877707,-1.50576114935,5.24052226725,0.000226549112101,2.01356235599,2.85662663107,0.114694069957,-1.59130449552,0.0879449200537,-0.724465740112,-1.5375519031,5.74972799011e-05,3.7152298436,7.15932216648,0.00445724305806,0.636902303662,0.0396254530302,-0.507884609724,-0.593577089966,4.48832945375e-05,26375.3481939
42,False,3476397.41641,6.30205339802,18.8624493899,5.33168364051e-07,1.0,0.999999733416,0.0171054206358,-0.0168139579007,0.0530009064909,-2.81324688362,-2.61793420848,9.87078782692e-07,1.05024348161,1.07630327561,0.00371190804567,4.14738906832,0.0112549214495,2.80693053392,-0.0874149716943,1.00178873123e-05,1.35576647493,1.57860993023,0.00422459064559,0.00862762321642,0.0324224214907,0.952729472306,3.26025690031,5.33990915847e-05,101.711528063
44,True,1000000000.0,16.7484664131,16.551186363,1.1052247453e-05,1.0,0.999994473922,0.0012152933607,-5.14882020373,0.0116726326381,-2.80124588924,1.77318061622,5.04450302139e-06,1.29321129702,1.47062091902,0.00252126508222,-0.975756687187,0.0820396500723,-3.05735570342,-0.929386338533,1.22163274631e-05,1.67675256187,2.17118744913,0.025187999957,3.32194897212,0.00188764567982,1.84311414047,-0.325261660135,2.53847644309e-07,26330.284946
46,False,2290379.66837,19.4806093066,4.52954137553,5.22093004416e-07,1.0,0.999999738954,0.00153740492138,-0.489628873469,0.00190384771813,-0.0167048230443,0.787143252691,1.40738880393e-05,1.3300957112,1.53398520241,0.0187949405265,-1.56979853932,0.00512164189147,0.53085074062,0.072121319155,5.36159370962e-06,1.44240830987,1.73231948338,0.0271629384941,-3.38760775228,0.0457452083718,-1.59155445902,-0.821941924013,7.61877461503e-05,64.3447480202
47,True,1000000000.0,16.4700682133,13.442904968,0.000563035242652,1.0,0.999718601201,0.0125441116163,0.74460401438,0.0112829736689,-1.4371009419,-4.99146157148,3.31606138269e-06,1.94482261796,2.71142157937,0.00762114396134,-1.3336284815,0.0259846549913,1.3189535343,3.12990604656,0.000331524506279,3.20358975666,5.73139658731,0.124341552689,1.33553948967,0.00162604721597,2.45481269714,0.50388462343,7.18629735371e-07,25891.149394
48,True,1000000000.0,15.5686832828,8.07354164068,0.000404168694804,1.0,0.999797976889,0.0105110899458,0.62401471797,0.00714500759423,-0.261070169319,1.15751348992,0.000376716387306,1.9940475844,2.81471077587,0.0241945163379,-5.30938983521,0.0933154522068,-2.58999858337,5.71713996726,0.000320113713211,2.98366688447,5.15094074413,0.00473323178157,3.74030370713,0.0296191102014,2.00536988383,-3.31895054744,4.32782897428e-06,25493.9431911
49,True,1000000000.0,10.710129932,16.8762780396,6.56533145631e-06,1.0,0.99999671735,0.00538892332913,-1.72770939668,0.00108383705332,-0.434196311492,-1.21571312706,3.83789005592e-05,1.26402535949,1.42109765006,0.00624500668267,2.04254655496,0.0174061436503,0.225008149189,-2.90361071846,1.01446501086e-06,1.76729384526,2.34937946218,0.0393094488786,2.52324006051,0.00155669028484,-0.0576283261764,-1.64334749701,1.26426947895e-07,26172.4353101
50,False,30498.9299995,2.58712244757,17.0470804396,4.80398242431e-05,1.0,0.999975980953,0.0356712790994,1.75003915328,0.061014894347,0.147213042157,-1.12966990563,0.000526204981176,1.14909929538,1.2314355235,0.0107174668562,3.13909521638,0.00150588782979,2.79960503391,-2.3681070343,3.31546731508e-07,2.24585521124,3.36471201826,0.0468516154563,-3.14011101353,0.00144292450866,-0.433086963588,3.65771855797,0.0230080162559,0.729964017868
51,False,1535.22,1.32111802614,3.05085169562,0.000109929877915,1.0,0.999945039592,0.017052700488,0.393457060223,0.0211950702851,-2.10542003682,-2.28492529984,6.57338704692e-06,1.0447384121,1.06779048677,0.00450921657821,3.97298826446,0.00560972814224,0.933632707264,-3.79929192551,4.62919587931e-06,1.09418780497,1.14448868458,0.00459965621237,0.8612805846,0.0428371269545,-1.21820707643,-2.41937636655,0.0327828286644,0.0421960353851
52,False,562074.209973,12.5017870395,7.05344768098,6.90028951148e-07,1.0,0.999999654986,0.0332479607042,-1.29096854427,0.00767837184632,-2.77422740487,-1.25969149794,3.07263489559e-05,1.2735166168,1.43714339129,0.0162712759157,-0.3236746021,0.00220604540219,-0.792159398842,-2.60775382713,0.000108404524955,1.59624722127,2.01660050581,0.017858914188,1.07829501545,0.0099849431522,3.04645899596,4.89229975748,2.91364873078e-06,13.530670166
53,True,1000000000.0,8.736032894,19.4319916898,9.05981416603e-07,1.0,0.99999954701,0.0015040588289,2.66380143545,0.0230639370058,2.20786083435,-3.24609243847,6.7495460475e-06,1.11938017614,1.18430825038,0.0013477522257,-1.9936355367,0.00834109475829,-0.0144204964772,4.32959594689,1.17288774528e-05,1.51810763785,1.8704652264,0.00130011400701,1.25646644208,0.00252475488604,1.96705873613,1.83827520437,6.44701376323e-07,25223.7549131
54,False,100677330.428,11.4971191812,14.6772383146,3.17281467215e-06,1.0,0.999998413596,0.033462925704,0.400232874226,0.00488489434397,-2.30725365734,-3.26534342275,2.75739350732e-06,1.1442907846,1.2240617099,0.0112789857115,-0.826630080268,0.00156751715534,-1.36060132531,-3.38640835421,3.7082722122e-07,1.31460051362,1.50726400608,0.00134148889369,-3.84646410058,0.00732241134945,-0.985737359743,2.10423791872,7.20170529075e-05,2685.42644787
56,False,7154.55000001,14.6192362465,4.65665907068,5.91454015785e-05,1.0,0.999970428611,0.00866613228506,-2.01261894781,0.0234804651941,-3.01924125801,1.3487859699,2.81281102291e-06,1.40109805833,1.65840020661,0.0144799866985,-0.2035599103,0.00969348234038,2.77835753719,0.263547216506,2.53957053356e-06,1.48022995547,1.80085927985,0.0116543033956,-1.30976734038,0.0654420556367,-1.02894789213,1.22560276423,2.64120498247e-07,0.163522958755
57,False,1464.84,6.29744959708,11.0828049539,6.73452135511e-07,1.0,0.999999663274,0.00332764731305,3.82781902153,0.0172129261991,1.33522666464,-3.95205116661,1.92524868971e-05,1.11837606003,1.18270781404,0.0450088307993,-0.0390539356612,0.00246325504375,0.667421934126,-2.05193980043,0.000857247960941,1.94083554735,2.70266809278,0.0471221069529,-1.87709049521,0.0708318073141,-0.218091174589,-0.232463895096,1.52887540326e-06,0.0373950004578
58,False,13055.49,3.54982181262,18.241956543,3.71929611421e-06,1.0,0.999998140357,0.00398907160924,-2.06027339367,0.00233578497395,-1.39002281576,2.38956417906,1.28692837526e-06,1.04210524922,1.06381543724,0.00616017832379,-2.40306718425,0.0411657068132,-1.16677394313,0.61033001549,9.97510287161e-07,1.21569966447,1.34041148879,0.0205116361491,1.77879283564,0.0180340896376,0.709788224775,0.145767468456,8.34073792313e-06,0.343286037445
59,True,1000000000.0,13.4337050349,18.9352012026,5.7842567721e-06,1.0,0.999997107884,0.00110143246275,-3.2810631692,0.0578647178667,-1.23285965204,1.98422471427,1.64930686983e-05,1.2620855478,1.41784368448,0.0439694232692,-0.705928271237,0.0811981418593,-0.902395223395,0.325661139216,0.000730121450863,2.76528673512,4.59670820157,0.00158820576351,3.87185104928,0.00791408073905,1.11442599219,-2.68708080454,3.6801154415e-06,26305.7323809
60,False,1421.82,7.32130155717,5.7705501529,5.90449703585e-07,1.0,0.999999704775,0.0026703970166,2.65906913138,0.00435383684009,2.90337801922,-1.27922007831,1.10776790182e-06,1.06056368939,1.09220651389,0.00767277907982,-1.78016099987,0.00639754564536,-2.42504818167,0.727187563375,3.13651541815e-05,1.1959435344,1.30785270017,0.0163562371506,-3.29303758282,0.00878027960268,-2.00225373757,-0.755947379493,2.1273976502e-08,0.0504009723663
61,False,10713192.9144,8.23375933605,10.0335396493,7.50102734175e-07,1.0,0.999999624949,0.0596601041017,3.2881572835,0.00119306903809,0.666660791792,-1.85409395893,8.101617428e-05,1.24778926755,1.39377963374,0.00132308973561,-2.05299539375,0.00115363888294,-1.84204555983,-2.48363841552,0.000313634645339,1.88452516544,2.5865273122,0.00111131874865,-2.00410932251,0.0809690208696,-0.705707464699,-1.36858553254,2.28679782058e-05,273.936669111
62,False,24454.5299997,4.10468633902,14.0472620897,0.000186082308213,1.0,0.999906971829,0.0124581375671,4.18117076494,0.0517448681016,1.65447819063,0.448057826395,5.26575982227e-06,1.16400141115,1.25570815148,0.0414984626427,0.0450167473132,0.0340760661064,-0.926425486887,-1.12839009154,1.83378783708e-06,1.38189694749,1.62431981172,0.00206169359625,2.15113628568,0.0283857179819,-0.633083925644,-1.54069536219,1.51761133091e-05,0.587843894958
64,True,1000000000.0,11.8706134185,16.7130010177,0.000421721755446,1.0,0.999789205792,0.00218362883387,-1.46940838103,0.00136910483538,-1.02617945226,-1.20583046644,1.16367716206e-05,1.62284769148,2.06691473271,0.0331094592704,1.5948976525,0.00916714252186,1.79623398308,-0.201235518895,0.000243979326565,2.8163442853,4.72477992224,0.0020072007137,-0.658528659172,0.0492797090192,2.01833071277,-0.183618590133,2.13633903842e-07,15575.038599
66,False,1467210.05973,6.74809655488,9.00886411207,0.000929270864874,1.0,0.999535688146,0.0392181482442,4.90762358342,0.0599578191848,3.09352163468,-3.82400789089,4.2263717241e-05,1.46340454735,1.76943957613,0.0393011285895,-2.57276563313,0.0819862283086,-2.63481810373,0.38561219818,5.7562866893e-05,1.88744708191,2.59172444844,0.00121282992558,-1.7059252714,0.0246844899546,1.05043939046,3.18025270319,1.86828957847e-05,24.7038331032
67,True,1000000000.0,12.2267149904,15.1818721905,3.64725386724e-05,1.0,0.999981764229,0.00992250248079,1.1162864354,0.015188825991,2.10481889204,0.987061044648,3.73091685451e-07,1.28209671843,1.45168764987,0.00521118558051,1.99978142794,0.0024457812505,3.13071605091,2.8686689724,1.2785749846e-06,1.44162823838,1.73089866316,0.019469005512,1.61463480754,0.00161039286089,-0.475707333899,-4.55736575459,3.87852973673e-06,16812.7877009
68,False,163460.250005,6.05206588769,9.10980268839,0.000708127649177,1.0,0.999646124106,0.00888137284931,1.32913438519,0.00306602120237,-0.504974625592,-3.67937011204,0.000221319669262,1.40951657922,1.67264412577,0.106289284387,2.20968040007,0.00586902549621,2.90632926133,-2.14920664456,3.54618157555e-06,1.95091033572,2.72366356906,0.00888525580485,1.65438441381,0.00171613058662,1.82202212798,-0.424441306194,3.41637396394e-05,3.00494980812
69,True,1000000000.0,11.7678414411,18.3078485213,0.000361749179263,1.0,0.999819174469,0.0585516944205,2.22929447544,0.00528414964015,3.01356463688,-0.928373521416,5.99639891834e-05,1.61187415688,2.045997713,0.0105047222838,-4.62668015212,0.0404745242382,-1.56829414386,2.09336680763,4.31359602786e-05,2.57130610359,4.12220659553,0.00137891006864,0.276784016505,0.017326254714,-1.91604228986,-1.02170598059,8.97140115323e-05,16143.2522838
70,False,166450766.778,16.0997636449,10.8953491242,8.64852872097e-05,1.0,0.999956760161,0.00942984650473,0.850820147691,0.00428289020898,1.88449156607,0.494640269133,5.11470557396e-05,1.57634949433,1.9790140762,0.00155504765957,0.495282891624,0.0468369045912,0.895438359345,1.41761093769,1.79338343922e-05,2.06497097222,2.96713392025,0.00481243931563,-1.01973227332,0.0425491881393,1.87214962533,5.51654519001,0.000541919655116,2702.18085909
71,True,1000000000.0,15.9688066303,14.9280985164,7.00633220369e-06,1.0,0.999996496852,0.00714220339882,-0.096880874547,0.00242128758639,2.46449651848,0.242517110276,1.27484002345e-06,1.22400754651,1.35417360641,0.00868409479001,2.24346953582,0.0727374663976,0.121175484707,-3.88511979651,3.64347134889e-06,1.43946102475,1.72701963832,0.0346351427271,-1.62477293902,0.00202020173793,1.00034138525,1.97774904957,2.69591933376e-08,16950.5082819
73,True,1000000000.0,9.72945829421,17.1493681731,9.24126382938e-07,1.0,0.999999537937,0.0161783977136,1.72787258345,0.0260451369346,1.25952456229,0.782028289873,0.000354933551769,1.47805040392,1.7966215595,0.00700490363964,0.186464278162,0.00180046073695,1.05669450366,2.5092667907,0.000206192666792,2.92765804939,5.00793301483,0.00843038675342,4.21758810924,0.00586111062141,2.82339089225,-1.29390462992,5.71999839417e-07,16131.6335568
74,True,1000000000.0,14.236954415,19.9154631577,3.42868897855e-05,1.0,0.999982856996,0.0970739605823,0.476866324452,0.00255638023296,-2.46495639136,-2.48859953403,3.15546435676e-05,1.398605532,1.65397357129,0.00630193874322,0.575775661369,0.00108037604293,-2.21846330795,-4.32156218136,8.02158183632e-05,2.32890102362,3.55381514657,0.0431330451556,0.267827077568,0.0129363222401,1.01739785263,-0.335483433112,1.41014578149e-06,16756.6897142
75,False,296327468.874,7.26901595259,18.9680417113,8.6398322451e-05,1.0,0.999956803638,0.0110781946862,0.0901556012382,0.0818512385446,-0.367663296423,-1.4167819843,2.85488227881e-06,1.22523876808,1.35616244829,0.0248936309522,-3.09641889081,0.00126917062773,-1.11748515928,1.95007479625,4.5411376776e-06,1.53919480079,1.90950155038,0.00403864611542,-4.70982027668,0.00444416321114,-1.71433571991,3.46182519673,1.92056851739e-05,4928.39714503
76,True,1000000000.0,15.2918421862,15.9349557647,0.00042917619076,1.0,0.999785480952,0.0222953534859,-0.389434466123,0.0128002875318,-0.477982052214,1.58711778257,0.000226406804246,1.92107561023,2.66179359703,0.00200552370665,-1.19749298302,0.00423009442587,-0.713972168777,3.09718306929,3.83440508232e-06,3.22199160934,5.78153906129,0.0686227325942,0.713009538024,0.00498399813228,0.0523465932109,2.13430299518,3.20192766398e-06,16290.430943
77,False,1018.08,7.51027285308,4.03475380138,2.61385551067e-06,1.0,0.999998693075,0.0115689087804,-1.991950274,0.00744020947408,-2.7985161339,0.868409841492,8.70344239284e-07,1.07894348822,1.12072043487,0.00206880436367,2.22010002188,0.0101144008542,0.141691106135,-3.09540795613,6.67955068262e-06,1.13815720042,1.21423058591,0.0105362129625,-0.379621602054,0.00373489657892,-0.997306372198,-0.779111062792,8.11382633528e-05,0.0268161296844
78,False,7479.72000001,16.1440359192,10.0111174381,0.000106959183827,1.0,0.999946524698,0.0861466502609,-5.39742518538,0.00850279458702,-2.9735675375,1.00447936359,7.21420470423e-07,1.53253831316,1.89711487643,0.062775063933,2.75228652139,0.00575197615635,2.40357255465,0.0564901038173,9.01722411051e-06,1.75970936233,2.33418932118,0.00322838232484,-1.16072493986,0.0130000478715,-2.05098841485,2.10587621805,4.35327595615e-07,0.173460960388
79,False,128979009.023,11.8558051872,14.7288982232,0.000647640629805,1.0,0.99967633689,0.0317104913013,1.3210893631,0.069949449261,1.64538870814,-0.564766680475,4.61906799332e-07,1.71138582944,2.23810887488,0.00926023502768,0.573006875765,0.0177060853965,2.53048031336,0.724492839789,4.3069853712e-05,2.32620375089,3.54667662926,0.0139442525983,-1.80117659211,0.00181722493874,0.0920739006005,0.184657458272,4.58260033635e-07,2088.343822
